State,County,NAICS Code,NAICS Description,Total CBP and NES Establishments,CBP Establishments Percentage,NES Establishments Percentage,CBP Establishments
Alabama,Jackson,7225,Restaurants and Other Eating Places,76,80.3,19.7,61
Alabama,Jefferson,7225,Restaurants and Other Eating Places,"1,409",85.6,14.4,"1,206"
Alabama,Lamar,7225,Restaurants and Other Eating Places,22,59.1,40.9,13
Alabama,Lauderdale,7225,Restaurants and Other Eating Places,171,92.4,7.6,158
Alabama,Lawrence,7225,Restaurants and Other Eating Places,40,77.5,22.5,31
Alabama,Lee,7225,Restaurants and Other Eating Places,300,88.7,11.3,266
Alabama,Limestone,7225,Restaurants and Other Eating Places,128,79.7,20.3,102
Alabama,Lowndes,7225,Restaurants and Other Eating Places,D,D,D,3
Alabama,Macon,7225,Restaurants and Other Eating Places,19,63.2,36.8,12
Alabama,Madison,7225,Restaurants and Other Eating Places,692,89.7,10.3,621
Alabama,Marengo,7225,Restaurants and Other Eating Places,D,D,D,31
Alabama,Marion,7225,Restaurants and Other Eating Places,55,76.4,23.6,42
Alabama,Marshall,7225,Restaurants and Other Eating Places,170,87.1,12.9,148
Alabama,Mobile,7225,Restaurants and Other Eating Places,695,78,22,542
Alabama,Monroe,7225,Restaurants and Other Eating Places,30,70,30,21
Alabama,Montgomery,7225,Restaurants and Other Eating Places,452,87.4,12.6,395
Alabama,Morgan,7225,Restaurants and Other Eating Places,198,84.8,15.2,168
Alabama,Perry,7225,Restaurants and Other Eating Places,16,50,50,8
Alabama,Pickens,7225,Restaurants and Other Eating Places,21,57.1,42.9,12
Alabama,Pike,7225,Restaurants and Other Eating Places,64,90.6,9.4,58
Alabama,Randolph,7225,Restaurants and Other Eating Places,22,81.8,18.2,18
Alabama,Russell,7225,Restaurants and Other Eating Places,90,83.3,16.7,75
Alabama,St. Clair,7225,Restaurants and Other Eating Places,113,90.3,9.7,102
Alabama,Shelby,7225,Restaurants and Other Eating Places,362,85.9,14.1,311
Alabama,Sumter,7225,Restaurants and Other Eating Places,D,D,D,15
Alabama,Talladega,7225,Restaurants and Other Eating Places,127,78,22,99
Alabama,Tallapoosa,7225,Restaurants and Other Eating Places,57,87.7,12.3,50
Alabama,Tuscaloosa,7225,Restaurants and Other Eating Places,357,88.2,11.8,315
Alabama,Walker,7225,Restaurants and Other Eating Places,110,80,20,88
Alabama,Washington,7225,Restaurants and Other Eating Places,19,36.8,63.2,7
Alabama,Wilcox,7225,Restaurants and Other Eating Places,10,50,50,5
Alabama,Winston,7225,Restaurants and Other Eating Places,39,71.8,28.2,28
Alaska,Aleutians East,7225,Restaurants and Other Eating Places,D,D,D,3
Alaska,Aleutians West,7225,Restaurants and Other Eating Places,9,55.6,44.4,5
Alaska,Anchorage Borough,7225,Restaurants and Other Eating Places,668,88.3,11.7,590
Alaska,Bethel,7225,Restaurants and Other Eating Places,19,68.4,31.6,13
Alaska,Denali,7225,Restaurants and Other Eating Places,D,D,D,10
Alaska,Dillingham,7225,Restaurants and Other Eating Places,D,D,D,4
Alaska,Fairbanks North Star Borough,7225,Restaurants and Other Eating Places,179,79.9,20.1,143
Alaska,Haines Borough,7225,Restaurants and Other Eating Places,D,D,D,7
Alaska,Hoonah-Angoon Census Area,7225,Restaurants and Other Eating Places,6,50,50,3
Alaska,Juneau Borough,7225,Restaurants and Other Eating Places,82,89,11,73
Alaska,Kenai Peninsula Borough,7225,Restaurants and Other Eating Places,180,81.7,18.3,147
Alaska,Ketchikan Gateway Borough,7225,Restaurants and Other Eating Places,40,75,25,30
Alaska,Kodiak Island Borough,7225,Restaurants and Other Eating Places,27,81.5,18.5,22
Alaska,Matanuska-Susitna Borough,7225,Restaurants and Other Eating Places,158,81.6,18.4,129
Alaska,Nome,7225,Restaurants and Other Eating Places,D,D,D,13
Alaska,North Slope Borough,7225,Restaurants and Other Eating Places,D,D,D,7
Alaska,Northwest Arctic,7225,Restaurants and Other Eating Places,D,D,D,5
Alaska,Petersburg Census Area,7225,Restaurants and Other Eating Places,D,D,D,6
Alaska,Prince of Wales-Hyder Census Area,7225,Restaurants and Other Eating Places,D,D,D,7
Alaska,Sitka Borough,7225,Restaurants and Other Eating Places,22,81.8,18.2,18
Alaska,Southeast Fairbanks,7225,Restaurants and Other Eating Places,14,71.4,28.6,10
Alaska,Valdez-Cordova,7225,Restaurants and Other Eating Places,35,77.1,22.9,27
Alaska,Wrangell City and Borough,7225,Restaurants and Other Eating Places,6,33.3,66.7,2
Alaska,Yukon-Koyukuk,7225,Restaurants and Other Eating Places,D,D,D,2
Arizona,Apache,7225,Restaurants and Other Eating Places,40,72.5,27.5,29
Arizona,Cochise,7225,Restaurants and Other Eating Places,197,80.7,19.3,159
Arizona,Coconino,7225,Restaurants and Other Eating Places,357,91.9,8.1,328
Arizona,Gila,7225,Restaurants and Other Eating Places,106,85.8,14.2,91
Arizona,Graham,7225,Restaurants and Other Eating Places,42,83.3,16.7,35
Arizona,Greenlee,7225,Restaurants and Other Eating Places,13,76.9,23.1,10
Arizona,La Paz,7225,Restaurants and Other Eating Places,60,76.7,23.3,46
Arizona,Maricopa,7225,Restaurants and Other Eating Places,"7,310",87.3,12.7,"6,381"
Arizona,Mohave,7225,Restaurants and Other Eating Places,304,91.1,8.9,277
Arizona,Navajo,7225,Restaurants and Other Eating Places,175,83.4,16.6,146
Arizona,Pima,7225,Restaurants and Other Eating Places,"1,645",88.5,11.5,"1,456"
Arizona,Pinal,7225,Restaurants and Other Eating Places,341,80.1,19.9,273
Arizona,Santa Cruz,7225,Restaurants and Other Eating Places,107,62.6,37.4,67
Arizona,Yavapai,7225,Restaurants and Other Eating Places,457,86.7,13.3,396
Arizona,Yuma,7225,Restaurants and Other Eating Places,277,80.1,19.9,222
Arkansas,Arkansas,7225,Restaurants and Other Eating Places,39,66.7,33.3,26
Arkansas,Ashley,7225,Restaurants and Other Eating Places,33,69.7,30.3,23
Arkansas,Baxter,7225,Restaurants and Other Eating Places,81,88.9,11.1,72
Arkansas,Benton,7225,Restaurants and Other Eating Places,458,80.3,19.7,368
Arkansas,Boone,7225,Restaurants and Other Eating Places,60,95,5,57
Arkansas,Bradley,7225,Restaurants and Other Eating Places,17,70.6,29.4,12
Arkansas,Calhoun,7225,Restaurants and Other Eating Places,D,D,D,4
Arkansas,Carroll,7225,Restaurants and Other Eating Places,92,75,25,69
Arkansas,Chicot,7225,Restaurants and Other Eating Places,D,D,D,7
Arkansas,Clark,7225,Restaurants and Other Eating Places,41,87.8,12.2,36
Arkansas,Clay,7225,Restaurants and Other Eating Places,23,78.3,21.7,18
Arkansas,Cleburne,7225,Restaurants and Other Eating Places,51,90.2,9.8,46
Arkansas,Cleveland,7225,Restaurants and Other Eating Places,D,D,D,2
Arkansas,Columbia,7225,Restaurants and Other Eating Places,D,D,D,31
Arkansas,Conway,7225,Restaurants and Other Eating Places,25,88,12,22
Arkansas,Craighead,7225,Restaurants and Other Eating Places,214,85.5,14.5,183
Arkansas,Crawford,7225,Restaurants and Other Eating Places,79,84.8,15.2,67
Arkansas,Crittenden,7225,Restaurants and Other Eating Places,70,78.6,21.4,55
Arkansas,Cross,7225,Restaurants and Other Eating Places,27,77.8,22.2,21
Arkansas,Desha,7225,Restaurants and Other Eating Places,29,72.4,27.6,21
Arkansas,Drew,7225,Restaurants and Other Eating Places,D,D,D,27
Arkansas,Faulkner,7225,Restaurants and Other Eating Places,209,85.6,14.4,179
Arkansas,Franklin,7225,Restaurants and Other Eating Places,27,66.7,33.3,18
Arkansas,Fulton,7225,Restaurants and Other Eating Places,D,D,D,9
Arkansas,Garland,7225,Restaurants and Other Eating Places,254,86.6,13.4,220
Arkansas,Grant,7225,Restaurants and Other Eating Places,20,65,35,13
Arkansas,Greene,7225,Restaurants and Other Eating Places,62,91.9,8.1,57
Arkansas,Hempstead,7225,Restaurants and Other Eating Places,41,70.7,29.3,29
Arkansas,Howard,7225,Restaurants and Other Eating Places,23,69.6,30.4,16
Arkansas,Independence,7225,Restaurants and Other Eating Places,61,86.9,13.1,53
Arkansas,Izard,7225,Restaurants and Other Eating Places,D,D,D,13
Arkansas,Jackson,7225,Restaurants and Other Eating Places,24,66.7,33.3,16
Arkansas,Jefferson,7225,Restaurants and Other Eating Places,118,83.9,16.1,99
Arkansas,Johnson,7225,Restaurants and Other Eating Places,29,89.7,10.3,26
Arkansas,Lafayette,7225,Restaurants and Other Eating Places,D,D,D,5
Arkansas,Lawrence,7225,Restaurants and Other Eating Places,D,D,D,18
Arkansas,Lee,7225,Restaurants and Other Eating Places,7,57.1,42.9,4
Arkansas,Lincoln,7225,Restaurants and Other Eating Places,D,D,D,13
Arkansas,Little River,7225,Restaurants and Other Eating Places,18,55.6,44.4,10
Arkansas,Logan,7225,Restaurants and Other Eating Places,37,67.6,32.4,25
Arkansas,Lonoke,7225,Restaurants and Other Eating Places,95,84.2,15.8,80
Arkansas,Madison,7225,Restaurants and Other Eating Places,20,70,30,14
Arkansas,Miller,7225,Restaurants and Other Eating Places,62,82.3,17.7,51
Arkansas,Mississippi,7225,Restaurants and Other Eating Places,75,78.7,21.3,59
Arkansas,Monroe,7225,Restaurants and Other Eating Places,14,78.6,21.4,11
Arkansas,Montgomery,7225,Restaurants and Other Eating Places,D,D,D,8
Arkansas,Nevada,7225,Restaurants and Other Eating Places,10,70,30,7
Arkansas,Newton,7225,Restaurants and Other Eating Places,D,D,D,8
Arkansas,Ouachita,7225,Restaurants and Other Eating Places,44,70.5,29.5,31
Arkansas,Perry,7225,Restaurants and Other Eating Places,S,S,S,8
Arkansas,Phillips,7225,Restaurants and Other Eating Places,26,65.4,34.6,17
Arkansas,Pike,7225,Restaurants and Other Eating Places,16,75,25,12
Arkansas,Poinsett,7225,Restaurants and Other Eating Places,39,76.9,23.1,30
Arkansas,Polk,7225,Restaurants and Other Eating Places,29,82.8,17.2,24
Arkansas,Pope,7225,Restaurants and Other Eating Places,111,86.5,13.5,96
